graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,stao-t,naio-t,trao-t,froo-t,fropo-t,stac-t,naic-t,trac-t,froc-t,fropc-t,stao-e,naio-e,trao-e,froo-e,fropo-e,stac-e,naic-e,trac-e,froc-e,fropc-e
webbase-2001,0.00000002,0.00000008,0.0000001,38576.43159,5830.973018,7381.297566,440.2554836,239.9484171,1473.837615,313.2543916,6046.240364,145.5703326,141.9792112,0.000000056,0.00000000834120048,0.000000008370048026,0.00000001169041202,0.00000001139317325,0.000000056,0.00000001419641777,0.00000001419641777,0.00000001671748845,0.000000009624170365
webbase-2001,0.0000002,0.0000008,0.000001,34003.08328,11255.18318,10786.8546,1589.597136,584.1041959,1477.04982,562.944369,6321.055183,292.6751497,247.4385395,0.000001717185993,0.00000001695387047,0.00000001694392022,0.00000006744121219,0.000000104122631,0.000001864105996,0.00000003896555693,0.00000003896555693,0.0000001077846879,0.0000001177966705
webbase-2001,0.000002,0.000008,0.00001,34830.95573,13941.27737,12863.29236,4322.202294,1386.224346,1477.597405,709.1064115,6289.761378,471.9675488,332.136242,0.000001717858734,0.00000002065353659,0.00000002055109521,0.00000008982878245,0.0000004014066304,0.00000186488248,0.00000005396660292,0.00000005396660292,0.0000001797299243,0.0000005145287454
webbase-2001,0.00002,0.00008,0.0001,40822.57293,20996.38168,19762.9708,16056.88049,4903.839237,1476.118262,877.8787236,6561.462828,959.5733399,553.7032068,0.000001725189257,0.00000005955503681,0.00000005951550052,0.0000001349726282,0.000001051157965,0.000001873843746,0.000000172546439,0.000000172546439,0.0000003135918826,0.000001525445239
webbase-2001,0.0002,0.0008,0.001,35184.80308,21108.21396,21202.8538,24954.58078,9189.38073,1484.077183,1097.292504,4500.121958,1557.171077,931.3659532,0.000001817035496,0.0000002318263703,0.0000002297355293,0.0000002926210725,0.00000238673913,0.000001988149315,0.0000006189494821,0.0000006189494821,0.00000073001005,0.000003135374623
webbase-2001,0.002,0.008,0.01,38340.7975,25889.74262,26981.91543,36043.86131,15721.28005,1578.317752,1263.595675,2192.509319,1949.134106,1369.944573,0.000001996370933,0.0000008212447003,0.0000008155247636,0.0000008204471873,0.000004293407746,0.000002216058938,0.000001655266007,0.000001655266007,0.000001661634765,0.000006151949067
webbase-2001,0.02,0.08,0.1,67250.22241,58058.00816,74540.66756,88072.07728,38537.29986,2326.580416,2182.104957,2646.303449,3336.044625,2444.663916,0.000001621577438,0.0000008591906993,0.0000008615709277,0.0000008497391147,0.000008197935192,0.000001842901622,0.000001736033965,0.000001736033965,0.000001736033965,0.00001028268531
